Object ID,Geographic Identifier - FIPS Code,Area of Land (Square Meters),Area of Water (Square Meters),Name,State,County,Median Household Income in past 12 months (inflation-adjusted dollars to last year of 5-year range),Median Household Income in past 12 months (inflation-adjusted dollars to last year of 5-year range) - Margin of Error,"Median Household Income in past 12 months, Householder under 25 years","Median Household Income in past 12 months, Householder under 25 years - Margin of Error","Median Household Income in past 12 months, Householder 25 to 44 years","Median Household Income in past 12 months, Householder 25 to 44 years - Margin of Error","Median Household Income in past 12 months, Householder 45 to 64 years","Median Household Income in past 12 months, Householder 45 to 64 years - Margin of Error","Median Household Income in past 12 months, Householder 65 years and over","Median Household Income in past 12 months, Householder 65 years and over - Margin of Error","Median Household Income in past 12 months, Black or African American Alone Householder","Median Household Income in past 12 months, Black or African American Alone Householder - Margin of Error","Median Household Income in past 12 months, American Indian and Alaska Native Alone Householder","Median Household Income in past 12 months, American Indian and Alaska Native Alone Householder - Margin of Error","Median Household Income in past 12 months, Asian Alone Householder","Median Household Income in past 12 months, Asian Alone Householder - Margin of Error","Median Household Income in past 12 months, Native Hawaiian and Other Pacific Islander Alone Householder","Median Household Income in past 12 months, Native Hawaiian and Other Pacific Islander Alone Householder - Margin of Error","Median Household Income in past 12 months, Some Other Race Alone Householder","Median Household Income in past 12 months, Some Other Race Alone Householder - Margin of Error","Median Household Income in past 12 months, Two or More Races Householder","Median Household Income in past 12 months, Two or More Races Householder - Margin of Error","Median Household Income in past 12 months, White alone, not Hispanic Householder","Median Household Income in past 12 months, White alone, not Hispanic Householder - Margin of Error","Median Household Income in past 12 months, Hispanic or Latino Householder","Median Household Income in past 12 months, Hispanic or Latino Householder - Margin of Error",Total Households,Total Households - Margin of Error,Households with any self-employment income in past 12 months,Households with any self-employment income in past 12 months - Margin of Error,Households with no self-employment income in past 12 months,Households with no self-employment income in past 12 months - Margin of Error,Percent of households with any self-employment income,Percent of households with any self-employment income - Margin of Error,Shape__Area,Shape__Length,Place Name,Place FIPS
318,39035183401,1232965,15845,Census Tract 1834.01,Ohio,Cuyahoga County,145795,14744,0,0,154850,32841,128125,45148,101591,31992,93125,48374,0,0,0,0,0,0,0,0,0,0,159000,11532,0,0,727,70,83,31,644,73,11.4,4.11996720056744,2226336.71484375,6869.44060040347,Shaker Heights city,71682
319,39035183402,661215,0,Census Tract 1834.02,Ohio,Cuyahoga County,57366,15787,0,0,0,0,77917,72516,53839,18770,54554,22538,0,0,0,0,0,0,0,0,40909,18199,215347,134566,0,0,827,112,31,28,796,116,3.7,3.34745643160276,1178665.66015625,7996.9162358226,Shaker Heights city,71682
320,39035183501,1501815,0,Census Tract 1835.01,Ohio,Cuyahoga County,98670,36623,50830,22051,67279,29567,201705,113202,80729,42298,52048,26906,0,0,0,0,0,0,0,0,36768,20726,120444,36740,0,0,1738,298,67,47,1671,299,3.9,2.62223360266618,2677078.2578125,7993.45334663431,Shaker Heights city,71682
321,39035183502,1600634,25456,Census Tract 1835.02,Ohio,Cuyahoga County,106202,18596,0,0,119000,65455,162402,79000,0,0,0,0,0,0,0,0,0,0,0,0,159135,151534,160890,17915,0,0,1627,249,192,81,1435,246,11.8,4.63935242186374,2898607.484375,7529.70194115687,Shaker Heights city,71682
322,39035183603,513682,0,Census Tract 1836.03,Ohio,Cuyahoga County,47112,17308,0,0,44830,13840,58750,10230,43333,42168,55098,21590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,681,209,25,33,656,209,3.7,4.71302076695258,915424.1015625,3850.96066435692,Shaker Heights city,71682
323,39035183604,719764,0,Census Tract 1836.04,Ohio,Cuyahoga County,71811,15193,0,0,100375,67123,58875,22906,65114,48227,60417,13427,0,0,188750,171157,0,0,0,0,0,0,105750,23225,0,0,1107,213,59,30,1048,212,5.3,2.50850417626431,1282681.5625,4577.97897806216,Shaker Heights city,71682
324,39035183605,924833,0,Census Tract 1836.05,Ohio,Cuyahoga County,81500,26488,0,0,116597,37361,80583,30009,58194,30179,43365,26732,0,0,115833,59369,0,0,0,0,0,0,146607,62719,0,0,1070,106,50,43,1020,103,4.7,3.99193998210238,1648136.22265625,5466.04388656904,Shaker Heights city,71682
325,39035183606,503465,0,Census Tract 1836.06,Ohio,Cuyahoga County,82708,20147,0,0,95625,44949,84531,42208,62440,42147,70250,67705,0,0,0,0,0,0,0,0,70982,16571,86310,23839,0,0,780,109,37,23,743,109,4.7,2.87324195790525,897216.93359375,4060.3711529673,Shaker Heights city,71682
326,39035184103,5954574,97116,Census Tract 1841.03,Ohio,Cuyahoga County,158846,25901,0,0,250001,0,168415,12980,92995,13261,144205,104114,0,0,240667,108872,0,0,0,0,118423,4780,161413,24320,0,0,1702,211,250,87,1452,213,14.7,4.77628050050891,10768092.1289063,13380.4810074124,Solon city,72928
327,39035184104,16296854,81192,Census Tract 1841.04,Ohio,Cuyahoga County,118702,30761,0,0,180500,81736,171167,38372,39821,33735,0,0,0,0,250001,0,0,0,0,0,0,0,117895,31790,0,0,699,82,129,48,570,93,18.5,6.51674789899789,29127737.8320313,27099.3373678017,Solon city,72928
328,39035184105,3267533,3586,Census Tract 1841.05,Ohio,Cuyahoga County,118295,17493,0,0,139048,10355,140903,45900,68175,5368,72125,69466,0,0,164615,43801,0,0,0,0,0,0,115972,16381,139023,98090,1605,132,260,100,1345,156,16.2,6.08642055414745,5811759.44921875,11224.9345619038,Solon city,72928
329,39035184106,1537031,0,Census Tract 1841.06,Ohio,Cuyahoga County,87685,7725,0,0,89375,26696,91303,10826,58688,5484,0,0,0,0,135592,134542,0,0,0,0,115329,49776,88095,9698,0,0,870,97,122,44,748,109,14,4.8097336377943,2732222.62109375,7141.01810523374,Solon city,72928
330,39035184108,18264207,50351,Census Tract 1841.08,Ohio,Cuyahoga County,116700,18605,0,0,127750,85972,203112,75231,75278,14129,0,0,0,0,247174,57430,0,0,0,0,94967,79732,102177,25334,0,0,2706,263,382,154,2324,285,14.1,5.52319320116264,32547463.3203125,23614.8466628097,Solon city,72928
331,39035185101,1686640,0,Census Tract 1851.01,Ohio,Cuyahoga County,64592,6036,0,0,67465,24539,70938,13970,0,0,66204,18366,0,0,0,0,0,0,0,0,0,0,63813,6143,0,0,1118,146,106,99,1012,159,9.5,8.76810920320143,3013101.82421875,8017.94351490728,South Euclid city,73264
332,39035185102,1034888,0,Census Tract 1851.02,Ohio,Cuyahoga County,74389,15250,0,0,96707,12783,71111,28933,59375,18733,89327,18530,0,0,0,0,0,0,0,0,0,0,56118,17942,0,0,1173,172,118,132,1055,123,10.1,11.1561010944613,1848238.27734375,5606.36557155633,South Euclid city,73264
333,39035185103,964936,0,Census Tract 1851.03,Ohio,Cuyahoga County,82917,14723,0,0,92443,5330,82768,28867,37321,37124,90216,11155,0,0,0,0,0,0,0,0,0,0,66667,27527,0,0,1001,135,90,107,911,84,9,10.6203120566128,1722912.125,5823.88580964122,South Euclid city,73264
334,39035185104,3380186,0,Census Tract 1851.04,Ohio,Cuyahoga County,85667,11214,0,0,79391,16139,93750,30084,65400,21996,93810,30565,0,0,0,0,0,0,0,0,0,0,84519,9696,0,0,1458,157,129,56,1329,158,8.8,3.72083727171233,6037231.8984375,11569.826643192,South Euclid city,73264
335,39035185201,714051,0,Census Tract 1852.01,Ohio,Cuyahoga County,42114,14952,0,0,48036,34819,69514,31509,32109,11649,46250,43945,0,0,0,0,0,0,0,0,0,0,40074,10230,0,0,820,156,48,38,772,160,5.9,4.49835041725657,1274229.2578125,4720.95466306011,South Euclid city,73264
336,39035185202,1769480,0,Census Tract 1852.02,Ohio,Cuyahoga County,76164,3670,0,0,79831,8993,75982,11739,50789,12968,76295,11894,0,0,0,0,0,0,0,0,52431,39009,76795,5719,0,0,1868,200,144,95,1724,227,7.7,5.01823305910053,3158225.30859375,8005.59922884893,South Euclid city,73264
337,39035185203,2516674,0,Census Tract 1852.03,Ohio,Cuyahoga County,99100,19213,105427,75530,109286,65143,108750,29226,52721,18244,100505,37550,0,0,0,0,0,0,0,0,0,0,101400,12450,0,0,1318,121,168,72,1150,125,12.7,5.33601326829961,4491798.15234375,9200.90078171515,South Euclid city,73264
338,39035186103,6893929,0,Census Tract 1861.03,Ohio,Cuyahoga County,112222,19244,0,0,148438,76404,159375,51983,63625,20542,0,0,0,0,0,0,0,0,0,0,0,0,115028,13923,0,0,2002,245,179,81,1823,251,8.9,3.89518961766007,12233393.1914063,15753.1678875302,Strongsville city,75098
339,39035186104,4963690,0,Census Tract 1861.04,Ohio,Cuyahoga County,102721,27545,15662,5487,115000,57821,121108,3089,73402,14285,0,0,0,0,82500,65760,0,0,0,0,0,0,105486,36389,0,0,1196,280,134,65,1062,277,11.2,4.75990167313513,8813349.86328125,14837.260667076,Strongsville city,75098
340,39035186105,3442215,0,Census Tract 1861.05,Ohio,Cuyahoga County,101971,12119,0,0,137344,27300,127222,37375,79063,21481,0,0,0,0,0,0,0,0,0,0,0,0,103837,15993,0,0,1655,227,97,49,1558,224,5.9,2.84949803523184,6111766.609375,9819.83803180479,Strongsville city,75098
341,39035186106,5764834,0,Census Tract 1861.06,Ohio,Cuyahoga County,59198,15169,34904,28881,72815,11097,0,0,47281,28120,0,0,0,0,147521,103464,0,0,0,0,43170,24597,61250,18679,0,0,2441,273,393,214,2048,256,16.1,8.57999526184067,10231813.6679688,14681.1528185697,Strongsville city,75098
342,39035186107,10584520,0,Census Tract 1861.07,Ohio,Cuyahoga County,114076,16247,0,0,176761,56304,121797,11798,76372,8654,0,0,0,0,0,0,0,0,0,0,131989,100979,105045,19772,0,0,2624,221,195,81,2429,221,7.4,3.02277205580772,18788784.2617188,17675.8694054047,Strongsville city,75098
343,39035186201,5646324,0,Census Tract 1862.01,Ohio,Cuyahoga County,78339,10403,81250,16979,84856,30240,104853,51009,49609,11187,0,0,0,0,0,0,0,0,0,0,0,0,77537,20777,0,0,2279,191,188,84,2091,225,8.2,3.62040696498656,10013474.625,12639.607802748,Strongsville city,75098
344,39035186202,3789952,0,Census Tract 1862.02,Ohio,Cuyahoga County,133566,14202,0,0,160962,16177,141500,24904,94896,20648,0,0,0,0,0,0,0,0,0,0,0,0,134118,13432,0,0,1597,130,171,84,1426,122,10.7,5.1871399468566,6717462.25,10681.8814480852,Strongsville city,75098
345,39035186203,7906638,2279,Census Tract 1862.03,Ohio,Cuyahoga County,116964,17153,0,0,151591,26317,135662,48178,74083,43048,0,0,0,0,115982,51526,0,0,0,0,136250,121337,120987,16854,0,0,1478,182,186,86,1292,184,12.6,5.60852300115202,14023251.3671875,16234.7822366014,Strongsville city,75098
346,39035186205,4747790,1914,Census Tract 1862.05,Ohio,Cuyahoga County,119926,10316,0,0,132083,37216,126414,6528,74156,7477,185250,149815,0,0,183750,158427,0,0,0,0,126579,50107,116190,17675,0,0,2075,213,219,102,1856,220,10.6,4.79478788299379,8423295.60546875,11962.316202411,Strongsville city,75098
347,39035186206,10029950,14047,Census Tract 1862.06,Ohio,Cuyahoga County,136023,32793,0,0,187031,35266,161944,61798,55650,22571,0,0,0,0,220655,59478,0,0,0,0,0,0,122569,18219,0,0,1438,135,193,64,1245,137,13.4,4.26854195798381,17806344.0117188,20483.2852432826,Strongsville city,75098
348,39035187103,936292,0,Census Tract 1871.03,Ohio,Cuyahoga County,91250,25402,0,0,99115,26417,108333,38152,58125,33749,91667,56757,0,0,0,0,0,0,0,0,0,0,94500,34960,0,0,1279,138,72,59,1207,161,5.6,4.5728160658742,1670522.53125,6770.08685617404,University Heights city,78932
349,39035187104,1170373,0,Census Tract 1871.04,Ohio,Cuyahoga County,120917,22462,2499,0,144219,33432,138750,54219,77000,34136,65417,20423,0,0,0,0,0,0,0,0,0,0,144091,12717,22500,18414,1360,136,136,71,1224,145,10,5.12391857102466,2087699.625,6621.29721249231,University Heights city,78932
350,39035187105,1244735,0,Census Tract 1871.05,Ohio,Cuyahoga County,81006,19715,24750,23923,128750,25177,138438,51625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83269,29976,0,0,953,144,94,37,859,147,9.9,3.58501232154341,2220527.7578125,7966.1576980542,University Heights city,78932
351,39035187106,1378772,0,Census Tract 1871.06,Ohio,Cuyahoga County,77039,25556,61989,23597,81513,37446,112576,28588,63348,12456,62396,11463,0,0,0,0,0,0,0,0,172292,103266,93125,26215,0,0,1259,97,86,45,1173,105,6.8,3.53530753298259,2459572.71484375,6995.18949826777,University Heights city,78932
352,39035188103,1457932,0,Census Tract 1881.03,Ohio,Cuyahoga County,51576,7358,0,0,55417,22577,59271,24873,41985,17161,51103,7753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1212,171,89,75,1123,186,7.3,6.10077159260249,2597326.765625,7239.36450167966,Warrensville Heights city,80990
353,39035188106,1096859,0,Census Tract 1881.06,Ohio,Cuyahoga County,48111,6890,0,0,33241,16593,69821,62869,42218,10150,48667,6623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1092,170,72,86,1020,188,6.6,7.80828055272787,1952924.7890625,6760.55564597043,Warrensville Heights city,80990
354,39035188107,2602380,7667,Census Tract 1881.07,Ohio,Cuyahoga County,42143,12339,0,0,55913,21629,48393,17433,35657,5330,39330,11675,0,0,0,0,0,0,0,0,0,0,98857,12989,0,0,1206,217,17,21,1189,217,1.4,1.7227219780879,4647063.53515625,10919.7017078955,Warrensville Heights city,80990
355,39035189105,6682790,0,Census Tract 1891.05,Ohio,Cuyahoga County,102734,11833,0,0,83438,37540,127955,36397,75032,21196,0,0,0,0,250001,0,0,0,0,0,198409,108203,94219,20356,0,0,1655,164,203,83,1452,179,12.3,4.86558533739453,11912428.7265625,15360.2111242987,Westlake city,83622
356,39035189107,5775740,0,Census Tract 1891.07,Ohio,Cuyahoga County,89432,12310,0,0,109500,48249,108603,16902,75660,14090,0,0,0,0,63529,36112,0,0,0,0,0,0,91150,14200,0,0,2083,227,201,116,1882,205,9.6,5.46870380819332,10291150.7851563,14931.3893817082,Westlake city,83622
357,39035189108,7264432,0,Census Tract 1891.08,Ohio,Cuyahoga County,119702,18840,0,0,250001,0,158750,23087,69583,28048,0,0,0,0,232931,144559,0,0,0,0,0,0,118988,18403,0,0,1972,204,162,76,1810,220,8.2,3.75909075774145,12936389.9726563,20318.3655728673,Westlake city,83622
358,39035189109,4516038,0,Census Tract 1891.09,Ohio,Cuyahoga County,82059,12787,0,0,87132,19806,98191,21219,61172,10732,0,0,0,0,66667,29197,0,0,0,0,0,0,82500,17724,0,0,1660,190,132,70,1528,203,8,4.11747548940529,8040213.02734375,17742.2455139013,Westlake city,83622
359,39035189110,6235624,0,Census Tract 1891.10,Ohio,Cuyahoga County,78816,22040,64141,17613,67500,10086,164583,53738,45547,36831,52839,10743,0,0,0,0,0,0,0,0,45809,34139,85256,21425,71591,47575,2322,300,298,166,2024,300,12.8,6.95406434164306,11115678.296875,15444.093390838,Westlake city,83622
360,39035189111,7129040,9744,Census Tract 1891.11,Ohio,Cuyahoga County,107022,6285,0,0,98939,38220,141955,58524,74560,18811,0,0,0,0,0,0,0,0,0,0,0,0,108825,6142,0,0,3199,251,327,128,2872,276,10.2,3.92004407074808,12719084.3242188,17795.3213368714,Westlake city,83622
361,39035189112,3662589,0,Census Tract 1891.12,Ohio,Cuyahoga County,150179,29161,0,0,179766,37933,179141,65216,111592,12280,0,0,0,0,250001,0,0,0,0,0,154211,88881,146364,31672,0,0,1646,252,236,113,1410,269,14.3,6.50473246097847,6523349.41796875,11318.5267739775,Westlake city,83622
362,39035190502,6912626,0,Census Tract 1905.02,Ohio,Cuyahoga County,51708,5423,0,0,107177,51931,70357,36685,36641,12777,0,0,0,0,0,0,0,0,0,0,0,0,51884,5984,0,0,1349,208,71,51,1278,211,5.3,3.69245328186788,12292893.6445313,30207.2143680371,,
363,39035190503,1752707,0,Census Tract 1905.03,Ohio,Cuyahoga County,96736,13995,0,0,126875,42619,138194,56547,75167,11543,0,0,0,0,0,0,0,0,0,0,0,0,94500,12472,136129,964,673,113,93,52,580,102,13.8,7.36999548023709,3116763.35546875,7827.30866707004,,
364,39035192300,4642262,50757,Census Tract 1923,Ohio,Cuyahoga County,96458,10299,0,0,129107,16449,101250,15338,58056,18057,0,0,0,0,0,0,0,0,0,0,76875,52978,94881,10078,121484,1242,575,51,41,17,534,54,7.1,2.88808626214102,8285784.1875,16704.2317398991,Brooklyn Heights village,09274
365,39035192800,2675985,496519,Census Tract 1928,Ohio,Cuyahoga County,162625,43718,0,0,92083,85346,192083,68007,152917,66332,110750,31223,0,0,90833,42716,0,0,0,0,0,0,189875,29592,250001,0,689,89,126,47,563,81,18.3,6.39941139723862,4782474.45703125,15478.2909384371,Bratenahl village,08336
366,39035192900,14070177,342481,Census Tract 1929,Ohio,Cuyahoga County,93352,15262,0,0,136250,77917,115781,21197,59167,35188,0,0,0,0,0,0,0,0,0,0,26466,563,102321,11200,95625,32825,777,140,69,22,708,139,8.9,2.33595031998275,25303042.375,40215.4161629314,Valley View village,79268
367,39035194100,17490127,118118,Census Tract 1941,Ohio,Cuyahoga County,95521,17116,0,0,76250,61731,157188,119890,67868,7685,248125,190355,0,0,0,0,0,0,0,0,0,0,93618,18530,0,0,903,154,79,32,824,155,8.7,3.21434522825547,31188500.6679688,33520.9205834936,Walton Hills village,80738
368,39035194300,10200037,20734,Census Tract 1943,Ohio,Cuyahoga County,104940,30479,0,0,95543,34028,159191,45867,62000,39845,0,0,0,0,0,0,0,0,0,0,0,0,104167,31721,0,0,1385,83,235,146,1150,205,17,10.4923605902991,18264181.5390625,22036.0749599656,Mayfield village,48468
369,39035194500,23262921,335337,Census Tract 1945,Ohio,Cuyahoga County,214219,49886,0,0,212656,59449,250001,0,188000,81376,0,0,0,0,0,0,0,0,0,0,250001,0,228077,53350,0,0,779,62,149,54,630,74,19.1,6.76274341964292,42145183.5585938,31949.9537292275,Gates Mills village,29498
370,39035195600,4495532,28982,Census Tract 1956,Ohio,Cuyahoga County,49669,8653,0,0,68261,9560,51059,19715,47924,6572,61826,17886,0,0,0,0,0,0,0,0,48323,26815,0,0,0,0,2493,377,54,59,2439,378,2.2,2.34384851196782,7993719.046875,17532.657465278,Bedford Heights city,04920
371,39035195700,16112934,184803,Census Tract 1957,Ohio,Cuyahoga County,58224,10232,117885,93443,0,0,79286,34489,43750,8605,61429,10273,0,0,178125,12738,0,0,0,0,46000,26628,55278,22309,0,0,1627,146,143,74,1484,143,8.8,4.47934252108149,28725324.328125,52521.7603483072,Oakwood village,57750
372,39035195800,13882605,174159,Census Tract 1958,Ohio,Cuyahoga County,188036,51596,0,0,163056,9273,236250,28779,161875,55738,99722,92925,0,0,168633,1402,0,0,0,0,250001,0,207880,52103,0,0,1436,178,219,76,1217,191,15.3,4.94334884436592,25009309.4179688,21188.6694295255,Solon city,72928
373,39035195900,6670964,176702,Census Tract 1959,Ohio,Cuyahoga County,105156,28419,0,0,87328,45420,151250,55226,62147,16452,0,0,0,0,83042,60684,0,0,0,0,0,0,110938,29504,0,0,1949,110,299,84,1650,129,15.3,4.22203410366635,12193323.2265625,20117.4819716359,Chagrin Falls village,13358
374,39035196000,1576182,0,Census Tract 1960,Ohio,Cuyahoga County,66940,9049,0,0,82132,32844,74375,38197,62235,7608,65833,13301,0,0,0,0,0,0,0,0,81912,65629,69500,64717,0,0,795,117,76,49,719,120,9.6,6.0008014513824,2814171.5625,8533.04383565628,Cleveland Heights city,16014
375,39035196100,9456638,363148,Census Tract 1961,Ohio,Cuyahoga County,57216,18594,0,0,90282,54651,64219,29731,43603,10226,41979,22173,0,0,0,0,0,0,0,0,28750,27468,65536,24440,40662,37069,1111,184,51,25,1060,184,4.6,2.11790542755232,17269022.1757813,25419.1156626371,Cuyahoga Heights village,19806
376,39035196200,2021401,0,Census Tract 1962,Ohio,Cuyahoga County,16440,7581,0,0,0,0,13588,4263,31800,23303,15307,4654,0,0,0,0,0,0,0,0,0,0,53646,35709,0,0,1779,363,85,77,1694,365,4.8,4.21704506098978,3616808.86328125,9276.08919263527,Euclid city,25704
377,39035196300,36518620,495991,Census Tract 1963,Ohio,Cuyahoga County,197933,17376,0,0,204743,72536,202438,52696,154931,50604,0,0,0,0,250001,0,0,0,0,0,0,0,197885,18375,181719,73658,1677,147,351,108,1326,156,20.9,6.17320840096664,65962994.328125,42939.8119605874,Moreland Hills village,52052
378,39035196400,1312370,0,Census Tract 1964,Ohio,Cuyahoga County,32850,4626,0,0,31289,11540,41632,10145,21667,19600,22969,14759,0,0,0,0,0,0,40625,14180,0,0,47083,18094,31719,15996,1145,154,181,125,964,116,15.8,10.7079950841293,2337490.23828125,7355.86887756909,Cleveland city,16000
379,39035980100,2866256,165997,Census Tract 9801,Ohio,Cuyahoga County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,12,0,0,5111352.6796875,17200.8953436347,Cleveland city,16000
380,39035980500,7923030,0,Census Tract 9805,Ohio,Cuyahoga County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,12,0,0,14095660.0742188,20834.3866287231,Cleveland city,16000
381,39035981100,2902957,0,Census Tract 9811,Ohio,Cuyahoga County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,12,0,0,5164838.33203125,11252.4769413919,Brook Park city,09288
382,39035101201,682786,0,Census Tract 1012.01,Ohio,Cuyahoga County,37308,12071,0,0,113889,24560,31146,23986,18472,18416,0,0,0,0,0,0,0,0,0,0,23409,21373,90536,37894,12463,3061,1670,263,47,37,1623,264,2.8,2.17078332076326,1217674.23046875,5233.90896751566,Cleveland city,16000
383,39035114800,1254069,0,Census Tract 1148,Ohio,Cuyahoga County,12798,7614,2499,0,14886,12767,0,0,0,0,12798,7614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,905,142,0,12,905,142,0,1.32596685082873,2236146.40625,7255.05100455769,Cleveland city,16000
384,39035117203,545427,0,Census Tract 1172.03,Ohio,Cuyahoga County,38576,10145,0,0,46094,34132,38110,13819,40592,27009,32039,14071,0,0,0,0,0,0,0,0,0,0,56250,32848,54559,42476,801,107,17,18,784,106,2.1,2.22923524679963,975330.48828125,4522.75967792071,Cleveland city,16000
385,39035131105,4542409,2014,Census Tract 1311.05,Ohio,Cuyahoga County,112756,18534,0,0,101816,29314,186389,63141,87321,30220,112853,54011,0,0,107000,63064,0,0,0,0,0,0,123299,32923,0,0,1638,176,217,102,1421,186,13.2,6.06222894316131,8100012.69140625,15083.4449944132,Beachwood city,04500
386,39035136104,7791519,19962,Census Tract 1361.04,Ohio,Cuyahoga County,75875,12837,0,0,66944,39918,116094,23234,30500,28850,73330,17487,0,0,0,0,0,0,0,0,0,0,89215,17151,0,0,1443,250,31,36,1412,256,2.1,2.46688291641934,13856134.8242188,17179.6018112446,Broadview Heights city,09064
387,39035136105,6114782,2740,Census Tract 1361.05,Ohio,Cuyahoga County,122772,18650,0,0,170938,19281,149453,31155,78542,22066,0,0,0,0,0,0,0,0,0,0,191857,120655,110250,16584,0,0,1837,184,120,69,1717,184,6.5,3.69869602931255,10844237.1015625,13724.4240777416,Broadview Heights city,09064
388,39035152605,4055218,7587,Census Tract 1526.05,Ohio,Cuyahoga County,43500,8108,0,0,50993,14839,44777,6698,28703,12426,41071,19990,0,0,0,0,0,0,0,0,72875,43919,51000,33474,0,0,2432,255,134,89,2298,260,5.5,3.61365024489279,7266123.48046875,13082.6244343726,Euclid city,25704
389,39035160603,247003,0,Census Tract 1606.03,Ohio,Cuyahoga County,39815,11113,48625,988,39841,17152,37266,31830,0,0,38513,15716,0,0,0,0,0,0,0,0,0,0,45282,12095,0,0,1057,204,25,45,1032,205,2.4,4.23278913603415,440572.94921875,4096.32185743785,Lakewood city,41664
390,39035160604,333906,599943,Census Tract 1606.04,Ohio,Cuyahoga County,49801,7893,57031,2260,61935,19424,35994,31282,27308,12930,9788,3139,0,0,0,0,0,0,0,0,91915,69485,49129,7093,90726,24204,2705,353,180,95,2525,366,6.7,3.40296254958285,595624.57421875,4549.90652922097,Lakewood city,41664
391,39035161900,902813,26055,Census Tract 1619,Ohio,Cuyahoga County,60241,7956,0,0,60269,9677,67583,5086,0,0,82656,51142,0,0,0,0,0,0,0,0,0,0,60306,8077,0,0,1581,119,86,36,1495,119,5.4,2.23992767575632,1609895.34375,6218.44895304215,Lakewood city,41664
392,39035172104,815276,0,Census Tract 1721.04,Ohio,Cuyahoga County,64479,36997,0,0,115280,58841,0,0,38900,10584,41750,36317,0,0,83114,72742,0,0,0,0,0,0,57778,18300,0,0,768,246,117,86,651,259,15.2,10.0787535326853,1455840.7109375,5610.80092557531,Mayfield Heights city,48482
393,39035172105,773060,0,Census Tract 1721.05,Ohio,Cuyahoga County,46796,11973,85951,10538,69611,6302,47462,11052,23161,3428,37917,9550,0,0,173777,698,0,0,0,0,0,0,47879,19156,0,0,2206,222,64,45,2142,229,2.9,2.01888980590968,1380434.1484375,5288.36821577308,Mayfield Heights city,48482
394,39035175107,6080756,0,Census Tract 1751.07,Ohio,Cuyahoga County,111442,33520,0,0,103021,56812,124440,22920,97563,25782,0,0,0,0,0,0,0,0,0,0,0,0,118021,36568,0,0,1345,163,127,66,1218,163,9.4,4.77177172232225,10795277.2382813,13881.1818296485,North Royalton city,57008
395,39035175108,1526543,0,Census Tract 1751.08,Ohio,Cuyahoga County,58137,15266,0,0,70179,26243,69811,45227,0,0,0,0,0,0,134391,55033,0,0,0,0,0,0,47583,22173,36625,30488,1514,251,53,48,1461,254,3.5,3.11683784746069,2708513.73046875,7111.88541538583,North Royalton city,57008
396,39035175109,3598417,0,Census Tract 1751.09,Ohio,Cuyahoga County,93659,23343,0,0,121714,56054,107853,13831,59196,7986,0,0,0,0,0,0,0,0,0,0,0,0,92977,26829,0,0,971,194,48,37,923,200,4.9,3.68028349182418,6389664.33203125,10223.0953187931,North Royalton city,57008
397,39035175110,5527803,25406,Census Tract 1751.10,Ohio,Cuyahoga County,61913,11355,64383,56357,73532,46698,55135,17517,56205,9330,0,0,0,0,99830,25902,0,0,0,0,44678,35422,61913,12013,44375,28903,2561,369,480,265,2081,376,18.7,9.98891070171463,9855370.63671875,13322.888697652,North Royalton city,57008
398,39035190505,7815688,0,Census Tract 1905.05,Ohio,Cuyahoga County,147813,22196,0,0,151324,62064,155000,45772,70648,53596,0,0,0,0,0,0,0,0,0,0,0,0,139755,22986,0,0,2050,236,184,134,1866,269,9,6.45439854853929,13885164.9921875,16934.6281719677,Olmsted Falls city,58422
399,39035190506,9542971,0,Census Tract 1905.06,Ohio,Cuyahoga County,88655,9690,91926,27268,89879,33252,147674,53604,52786,18160,0,0,0,0,0,0,0,0,0,0,0,0,88948,10037,0,0,2230,305,376,196,1854,304,16.9,8.48130921068479,16962404.4101563,26465.8409525787,,
400,39035196800,2088252,12029,Census Tract 1968,Ohio,Cuyahoga County,38333,33401,0,0,64643,30319,0,0,0,0,9000,4131,0,0,0,0,0,0,0,0,73583,1023,61711,41509,0,0,1076,111,75,46,1001,111,7,4.21418856554804,3748287.359375,9668.68436438481,Cleveland city,16000
401,39035197000,5509283,7962,Census Tract 1970,Ohio,Cuyahoga County,42569,6070,0,0,36233,5210,45625,7945,52500,24456,42120,5951,0,0,0,0,0,0,0,0,0,0,50268,42090,0,0,1593,185,51,36,1542,197,3.2,2.22909251096031,9823925.99609375,15124.0666042098,Warrensville Heights city,80990
402,39035197100,10711370,44096,Census Tract 1971,Ohio,Cuyahoga County,120000,41876,0,0,120114,56719,142250,60414,109773,52826,0,0,0,0,162125,75757,0,0,0,0,59821,5437,161824,26858,27766,26920,1660,129,260,93,1400,160,15.7,5.46859403117634,19156576.75,20973.9616538197,Orange village,58604
