Object ID,Geographic Identifier - FIPS Code,Area of Land (Square Meters),Area of Water (Square Meters),Name,State,County,Median Household Income in past 12 months (inflation-adjusted dollars to last year of 5-year range),Median Household Income in past 12 months (inflation-adjusted dollars to last year of 5-year range) - Margin of Error,"Median Household Income in past 12 months, Householder under 25 years","Median Household Income in past 12 months, Householder under 25 years - Margin of Error","Median Household Income in past 12 months, Householder 25 to 44 years","Median Household Income in past 12 months, Householder 25 to 44 years - Margin of Error","Median Household Income in past 12 months, Householder 45 to 64 years","Median Household Income in past 12 months, Householder 45 to 64 years - Margin of Error","Median Household Income in past 12 months, Householder 65 years and over","Median Household Income in past 12 months, Householder 65 years and over - Margin of Error","Median Household Income in past 12 months, Black or African American Alone Householder","Median Household Income in past 12 months, Black or African American Alone Householder - Margin of Error","Median Household Income in past 12 months, American Indian and Alaska Native Alone Householder","Median Household Income in past 12 months, American Indian and Alaska Native Alone Householder - Margin of Error","Median Household Income in past 12 months, Asian Alone Householder","Median Household Income in past 12 months, Asian Alone Householder - Margin of Error","Median Household Income in past 12 months, Native Hawaiian and Other Pacific Islander Alone Householder","Median Household Income in past 12 months, Native Hawaiian and Other Pacific Islander Alone Householder - Margin of Error","Median Household Income in past 12 months, Some Other Race Alone Householder","Median Household Income in past 12 months, Some Other Race Alone Householder - Margin of Error","Median Household Income in past 12 months, Two or More Races Householder","Median Household Income in past 12 months, Two or More Races Householder - Margin of Error","Median Household Income in past 12 months, White alone, not Hispanic Householder","Median Household Income in past 12 months, White alone, not Hispanic Householder - Margin of Error","Median Household Income in past 12 months, Hispanic or Latino Householder","Median Household Income in past 12 months, Hispanic or Latino Householder - Margin of Error",Total Households,Total Households - Margin of Error,Households with any self-employment income in past 12 months,Households with any self-employment income in past 12 months - Margin of Error,Households with no self-employment income in past 12 months,Households with no self-employment income in past 12 months - Margin of Error,Percent of households with any self-employment income,Percent of households with any self-employment income - Margin of Error,Shape__Area,Shape__Length,Place Name,Place FIPS
149,39035134206,2519137,190577,Census Tract 1342.06,Ohio,Cuyahoga County,66788,14848,36354,11101,78214,22423,61591,44644,67143,15845,0,0,0,0,0,0,0,0,0,0,0,0,66577,10756,19223,12985,1353,173,45,29,1308,177,3.3,2.1007728153539,4813518.421875,12606.2371551883,Berea city,05690
150,39035134300,2590388,102585,Census Tract 1343,Ohio,Cuyahoga County,65872,19433,37716,13060,125282,68686,79722,31015,41682,14002,0,0,0,0,0,0,0,0,0,0,0,0,66773,19493,0,0,1096,133,170,112,926,110,15.5,10.0441332797223,4785685.671875,11375.8174960805,Berea city,05690
151,39035135103,3496538,11243,Census Tract 1351.03,Ohio,Cuyahoga County,74539,12764,0,0,149514,65044,97125,65161,59425,10239,0,0,0,0,0,0,0,0,0,0,0,0,74145,11798,0,0,1242,196,80,40,1162,202,6.4,3.05599253194904,6227044.53515625,11943.1495541746,Brecksville city,08364
152,39035135104,9956074,83316,Census Tract 1351.04,Ohio,Cuyahoga County,118944,13739,0,0,159167,62007,163125,38293,81053,15027,0,0,0,0,0,0,0,0,0,0,0,0,118257,11118,0,0,1610,152,198,74,1412,167,12.3,4.44720734639845,17702441.265625,20654.6943451137,Brecksville city,08364
153,39035135105,15412949,38147,Census Tract 1351.05,Ohio,Cuyahoga County,128515,5859,0,0,128026,31512,158919,44275,122619,19161,0,0,0,0,0,0,0,0,0,0,0,0,127321,6822,0,0,2097,175,259,104,1838,194,12.4,4.85117687932966,27397689.3476563,22282.5832892833,Brecksville city,08364
154,39035135106,21504848,161547,Census Tract 1351.06,Ohio,Cuyahoga County,145313,50047,0,0,184844,44409,235313,159502,86429,21252,0,0,0,0,0,0,0,0,0,0,0,0,145625,56773,0,0,625,84,109,45,516,87,17.4,6.8077870139939,38204429.9101563,28331.2859183729,Brecksville city,08364
155,39035136101,7124443,26436,Census Tract 1361.01,Ohio,Cuyahoga County,88516,26984,0,0,112500,38755,121474,35865,56369,12191,0,0,0,0,117976,19400,0,0,0,0,0,0,83400,17411,0,0,2705,247,183,86,2522,244,6.8,3.11870435116126,12694534.1484375,15771.9555321819,Broadview Heights city,09064
156,39035136103,12725956,4868,Census Tract 1361.03,Ohio,Cuyahoga County,95273,14817,0,0,116688,35371,94189,44855,75944,16831,0,0,0,0,77688,38675,0,0,0,0,0,0,96406,14837,0,0,2411,248,421,171,1990,303,17.5,6.86129336956987,22599169.9960938,21824.32399004,Broadview Heights city,09064
157,39035137101,5174480,79516,Census Tract 1371.01,Ohio,Cuyahoga County,46897,10009,0,0,45179,21219,53250,13406,42083,11823,50179,31713,0,0,0,0,0,0,38690,20423,54406,23913,43794,6829,52875,23789,1206,128,25,27,1181,133,2.1,2.22796878051593,9357355.390625,21646.8588726608,Brooklyn city,09246
158,39035137102,2716057,0,Census Tract 1371.02,Ohio,Cuyahoga County,64625,15879,0,0,85318,39880,66917,51270,57500,22957,0,0,0,0,123457,20681,0,0,0,0,0,0,57132,14822,0,0,1840,192,106,82,1734,205,5.8,4.41579252980665,4836351.9453125,9984.37518594771,Brooklyn city,09246
159,39035137103,3119995,1171,Census Tract 1371.03,Ohio,Cuyahoga County,62292,6527,0,0,72222,22689,95968,21998,33620,3870,58333,1286,0,0,133828,52461,0,0,0,0,0,0,66250,11149,26597,21352,1716,172,96,58,1620,182,5.6,3.33311420829124,5556049.76953125,10679.0012266972,Brooklyn city,09246
160,39035138105,4004637,0,Census Tract 1381.05,Ohio,Cuyahoga County,60461,8310,85313,66157,62734,10505,56458,18183,51250,20320,63194,57183,0,0,0,0,0,0,0,0,51500,25648,64167,5652,0,0,593,107,60,34,533,105,10.1,5.43512344223935,7124179.1953125,27494.6182279818,Brook Park city,09288
161,39035138106,2535697,0,Census Tract 1381.06,Ohio,Cuyahoga County,54637,7734,0,0,50169,4550,95781,19201,35714,33952,0,0,0,0,0,0,0,0,0,0,0,0,52782,8772,58684,31278,1241,183,78,62,1163,203,6.3,4.9092468056652,4509676.3203125,9969.01860701168,Brook Park city,09288
162,39035138107,2171501,0,Census Tract 1381.07,Ohio,Cuyahoga County,64231,21006,0,0,77031,12787,79046,14804,39013,8181,0,0,0,0,0,0,0,0,0,0,0,0,62500,19854,0,0,860,165,34,21,826,164,4,2.3210628591042,3863966.1796875,9206.10411892124,Brook Park city,09288
163,39035138108,1619616,0,Census Tract 1381.08,Ohio,Cuyahoga County,68750,16465,0,0,87851,17459,73567,33077,53750,5945,0,0,0,0,53472,17737,0,0,0,0,88529,815,63889,16583,87831,26069,1611,146,134,102,1477,137,8.3,6.28643658883736,2880590.140625,7024.90266842505,Brook Park city,09288
164,39035138109,4143908,6924,Census Tract 1381.09,Ohio,Cuyahoga County,64245,6915,0,0,79583,24203,87708,20060,36278,8971,0,0,0,0,93375,8438,0,0,0,0,61875,58581,63828,6649,44659,37365,1895,167,225,87,1670,163,11.9,4.47019922530291,7385444.1484375,13640.0428569593,Brook Park city,09288
165,39035138110,2085542,0,Census Tract 1381.10,Ohio,Cuyahoga County,72024,5953,0,0,80880,51808,82159,20875,60400,8129,0,0,0,0,0,0,0,0,0,0,130093,61033,73136,6370,46368,33776,1609,197,24,29,1585,197,1.5,1.79308534967588,3709169.1953125,10283.5347719794,Brook Park city,09288
166,39035140100,874582,0,Census Tract 1401,Ohio,Cuyahoga County,61239,1765,0,0,113750,63282,61250,44158,61372,2996,60412,10568,0,0,0,0,0,0,0,0,0,0,98750,37108,0,0,615,111,25,22,590,118,4.1,3.50118756537561,1562368.81640625,5230.20277558764,Cleveland Heights city,16014
167,39035140301,722898,0,Census Tract 1403.01,Ohio,Cuyahoga County,47734,8115,0,0,0,0,64519,38915,31448,5077,46806,8749,0,0,0,0,0,0,0,0,0,0,93088,67351,0,0,801,106,36,56,765,103,4.5,6.96591611147069,1291125.55078125,5139.99005484956,Cleveland Heights city,16014
168,39035140302,961023,0,Census Tract 1403.02,Ohio,Cuyahoga County,56380,15617,0,0,66896,29459,84318,22230,23990,1987,56196,22419,0,0,0,0,0,0,0,0,0,0,82604,38210,0,0,1051,151,49,34,1002,154,4.7,3.16490740968372,1716175.3515625,6362.35745054696,Cleveland Heights city,16014
169,39035140400,1156529,0,Census Tract 1404,Ohio,Cuyahoga County,76204,12165,0,0,99063,53732,67520,8895,83862,14462,75694,17811,0,0,0,0,0,0,0,0,0,0,92000,28392,0,0,1326,190,177,107,1149,178,13.3,7.83942706327661,2065164.1953125,6353.34413188117,Cleveland Heights city,16014
170,39035140500,1275106,0,Census Tract 1405,Ohio,Cuyahoga County,70000,11680,0,0,57393,25506,66223,16502,75089,19452,67826,23076,0,0,0,0,0,0,0,0,0,0,73964,45595,125673,54691,1452,209,228,136,1224,182,15.7,9.08959600619751,2277318.6015625,7512.81211149583,Cleveland Heights city,16014
171,39035140600,556767,0,Census Tract 1406,Ohio,Cuyahoga County,70833,54272,86250,71567,114250,25614,94766,66662,41885,3742,41332,1682,0,0,0,0,0,0,0,0,0,0,133173,27293,39250,18771,502,129,93,57,409,131,18.5,10.3083870684621,993643.2109375,5597.84146722498,Cleveland Heights city,16014
172,39035140701,1058287,0,Census Tract 1407.01,Ohio,Cuyahoga County,72991,9872,0,0,77988,7683,113273,69646,63359,39687,62857,48794,0,0,0,0,0,0,0,0,0,0,103250,50364,0,0,868,95,99,74,769,106,11.4,8.43346087716866,1889018.31640625,5696.70352865386,Cleveland Heights city,16014
173,39035140702,669112,0,Census Tract 1407.02,Ohio,Cuyahoga County,51563,26785,0,0,0,0,88869,36364,48929,9535,36366,30381,0,0,0,0,0,0,0,0,0,0,83594,49876,0,0,796,198,98,65,698,204,12.3,7.56983045063912,1194025.3671875,4464.36514837321,Cleveland Heights city,16014
174,39035140800,1900625,0,Census Tract 1408,Ohio,Cuyahoga County,51791,10331,19625,10513,68042,13233,41000,25794,31895,9671,33185,13382,0,0,0,0,0,0,0,0,250001,0,68036,15936,80357,54621,1637,167,162,73,1475,154,9.9,4.3435954776452,3392730.0703125,7445.85133246045,Cleveland Heights city,16014
175,39035140900,686813,0,Census Tract 1409,Ohio,Cuyahoga County,72057,8435,130000,116028,47083,7848,82330,23720,77188,14118,75278,10088,0,0,0,0,0,0,0,0,250001,0,70667,19989,0,0,877,131,58,38,819,124,6.6,4.21883815209787,1225679.95703125,5351.44941295475,Cleveland Heights city,16014
176,39035141000,806905,0,Census Tract 1410,Ohio,Cuyahoga County,38571,9557,47250,27957,41250,14892,33750,368,31719,27186,34083,11747,0,0,34605,2756,0,0,0,0,0,0,55034,24253,0,0,378,91,23,22,355,91,6.1,5.63275426505176,1440273.15625,5891.77593517184,Cleveland Heights city,16014
177,39035141100,1063951,0,Census Tract 1411,Ohio,Cuyahoga County,56409,6016,2499,0,67883,13454,97813,51955,0,0,0,0,0,0,62589,38911,0,0,0,0,0,0,61386,10536,44033,1505,2256,243,200,109,2056,251,8.9,4.73625801522804,1898801.61328125,8688.59351959996,Cleveland Heights city,16014
178,39035141200,1347695,0,Census Tract 1412,Ohio,Cuyahoga County,76034,17050,0,0,68455,8680,143523,55855,88462,44061,0,0,0,0,0,0,0,0,0,0,0,0,97237,29350,0,0,1530,182,227,65,1303,193,14.8,3.86443059380307,2404889.90234375,7537.21047522637,Cleveland Heights city,16014
179,39035141300,1518785,34045,Census Tract 1413,Ohio,Cuyahoga County,103080,19698,0,0,86667,27671,185625,34139,136964,53575,97955,52338,0,0,0,0,0,0,0,0,58688,14473,101652,19055,0,0,933,169,120,55,813,161,12.9,5.41506824198403,2770155.70703125,9329.04837643137,Cleveland Heights city,16014
180,39035141400,1509027,0,Census Tract 1414,Ohio,Cuyahoga County,166250,25593,0,0,184239,30489,200313,46634,142772,59634,41736,25502,0,0,0,0,0,0,250001,0,93750,76397,165694,24702,250001,0,1006,126,163,67,843,119,16.2,6.343324756708,2692153.8046875,7833.15673558276,Cleveland Heights city,16014
181,39035141500,964052,1705,Census Tract 1415,Ohio,Cuyahoga County,92802,21051,60917,49381,92250,23162,105341,51675,0,0,34706,23420,0,0,0,0,0,0,0,0,0,0,111793,30129,0,0,763,98,131,98,632,72,17.2,12.6533143745585,1722701.07421875,6986.8699498506,Cleveland Heights city,16014
182,39035141601,939739,11203,Census Tract 1416.01,Ohio,Cuyahoga County,110833,10233,0,0,88833,34444,146940,12551,90000,37096,77768,30844,0,0,123750,111147,0,0,0,0,57333,11401,118155,11759,0,0,646,75,193,62,453,79,29.9,8.9488157795454,1696129.58203125,6628.15761929883,Cleveland Heights city,16014
183,39035141602,520524,0,Census Tract 1416.02,Ohio,Cuyahoga County,78884,20886,0,0,79732,50156,58869,29748,83750,37320,67875,30076,0,0,0,0,0,0,0,0,0,0,83333,30908,0,0,625,76,50,28,575,76,8,4.37310646566031,928689.4609375,3874.75315366475,Cleveland Heights city,16014
184,39035141700,780674,0,Census Tract 1417,Ohio,Cuyahoga County,106375,18607,0,0,144231,26845,120769,26130,68958,37631,46750,32116,0,0,0,0,0,0,0,0,0,0,116964,22158,0,0,605,67,103,45,502,62,17,7.19509507526818,1392495.86328125,6157.88150539727,Cleveland Heights city,16014
185,39035150100,877823,0,Census Tract 1501,Ohio,Cuyahoga County,18892,7150,0,0,0,0,17847,17486,29167,18238,18608,6705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,838,200,37,38,801,202,4.4,4.41046859274852,1568247.140625,5629.59020292524,East Cleveland city,23380
186,39035150300,539598,0,Census Tract 1503,Ohio,Cuyahoga County,37917,21919,0,0,47948,6818,0,0,0,0,37546,31077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,391,138,40,60,351,109,10.2,14.9144380699789,963780.6875,4787.48971361001,East Cleveland city,23380
187,39035150400,421611,0,Census Tract 1504,Ohio,Cuyahoga County,0,0,0,0,64130,9489,18327,2868,47788,5729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316,95,11,16,305,95,3.5,4.95396208325979,753089.01953125,3771.64665640572,East Cleveland city,23380
188,39035151200,818940,679,Census Tract 1512,Ohio,Cuyahoga County,19129,8819,0,0,18393,17308,17796,8332,27723,17945,25559,11009,0,0,0,0,0,0,0,0,11767,9956,14090,2825,0,0,1080,233,43,44,1037,222,4,3.98249343268105,1464204.0546875,6754.85258617219,East Cleveland city,23380
189,39035151300,1414338,18728,Census Tract 1513,Ohio,Cuyahoga County,18669,6680,0,0,76322,30752,0,0,12463,5493,19708,4361,0,0,0,0,0,0,0,0,0,0,11300,998,0,0,1012,153,56,37,956,147,5.5,3.55912341011828,2559131.8359375,7140.11180535625,East Cleveland city,23380
190,39035151500,663975,0,Census Tract 1515,Ohio,Cuyahoga County,29420,13810,0,0,0,0,38571,19553,28875,9753,22656,8960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373,85,33,20,340,84,8.8,4.96845837702906,1185643.8125,5253.46766100691,East Cleveland city,23380
191,39035151600,881790,0,Census Tract 1516,Ohio,Cuyahoga County,24037,4756,6071,3894,28826,16211,28415,3930,21806,4541,24405,6415,0,0,0,0,0,0,0,0,0,0,21542,1353,0,0,823,180,47,64,776,182,5.7,7.67546529716358,1574233.33203125,5444.79343349452,East Cleveland city,23380
192,39035151700,493920,0,Census Tract 1517,Ohio,Cuyahoga County,41574,27919,0,0,25789,17409,20804,17908,0,0,40787,21076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432,175,27,30,405,177,6.2,6.4664636438379,881786.6640625,4021.786555595,East Cleveland city,23380
193,39035151800,590878,0,Census Tract 1518,Ohio,Cuyahoga County,30327,9921,0,0,30592,12767,0,0,16813,8497,25795,13632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,523,112,37,32,486,119,7.1,5.928014086079,1055079.7109375,5107.42892558149,East Cleveland city,23380
194,39035152101,1065626,740710,Census Tract 1521.01,Ohio,Cuyahoga County,94063,26058,0,0,152946,49042,95000,52119,70870,20182,113828,56482,0,0,0,0,0,0,0,0,0,0,85455,28777,0,0,963,170,95,50,868,166,9.9,4.89134055672246,1907422.60546875,7316.1430993139,Euclid city,25704
195,39035152102,1426549,0,Census Tract 1521.02,Ohio,Cuyahoga County,56000,7381,0,0,57114,12935,59900,48152,40714,26105,46140,10385,0,0,0,0,0,0,0,0,0,0,63512,9602,0,0,2064,342,144,89,1920,351,7,4.15416317470011,2553134.6328125,7727.51230885063,Euclid city,25704
196,39035152201,762887,630533,Census Tract 1522.01,Ohio,Cuyahoga County,41946,7270,48495,32502,41130,7886,46382,17959,33309,20218,40869,5813,0,0,0,0,0,0,0,0,36250,35590,59276,10003,0,0,2149,273,103,132,2046,315,4.8,6.1121395815864,1365954.84765625,6589.88939211871,Euclid city,25704
197,39035152202,2208456,17330,Census Tract 1522.02,Ohio,Cuyahoga County,48940,13256,0,0,47986,19657,66629,12090,32143,15230,53768,10280,0,0,0,0,0,0,0,0,22639,12900,46688,27410,0,0,1993,248,163,120,1830,241,8.2,5.93444121010154,3984382.18359375,8583.6871131897,Euclid city,25704
198,39035152301,626372,707591,Census Tract 1523.01,Ohio,Cuyahoga County,42446,7356,26411,10234,41847,7657,58309,12768,31000,15689,43021,6762,0,0,0,0,0,0,0,0,25403,21525,46944,10762,25927,1717,1182,218,116,76,1066,220,9.8,6.16976149274816,1121865.4375,6631.3051842561,Euclid city,25704
199,39035152302,1700415,0,Census Tract 1523.02,Ohio,Cuyahoga County,61450,10721,0,0,61191,8583,89861,53119,44583,16606,77434,36959,0,0,0,0,0,0,0,0,0,0,51585,8765,88194,57828,1635,235,85,54,1550,239,5.2,3.21711482852774,3044938.70703125,7806.0108431581,Euclid city,25704
200,39035152303,3381849,35866,Census Tract 1523.03,Ohio,Cuyahoga County,49309,12522,0,0,103064,47959,70104,27030,30130,5577,65156,20179,0,0,0,0,0,0,0,0,0,0,45079,19609,0,0,1868,258,37,48,1831,253,2,2.55498897656016,6117518.3671875,11955.0934802975,Euclid city,25704
201,39035152400,613930,0,Census Tract 1524,Ohio,Cuyahoga County,44267,6166,0,0,45081,12430,50313,24569,43641,7396,46653,22705,0,0,0,0,0,0,0,0,0,0,43362,4481,0,0,683,83,56,39,627,87,8.2,5.62249932451736,1098501.56640625,4146.30104199784,Euclid city,25704
202,39035152501,1396407,0,Census Tract 1525.01,Ohio,Cuyahoga County,56193,16603,0,0,49773,28381,64405,20574,30789,8674,45886,18476,0,0,0,0,0,0,0,0,0,0,58686,4435,0,0,1725,238,192,93,1533,253,11.1,5.16796454703702,2498376.15625,6471.32465338278,Euclid city,25704
203,39035152502,3592112,0,Census Tract 1525.02,Ohio,Cuyahoga County,48640,10158,0,0,61216,35378,72773,31839,19913,12414,48578,13470,0,0,0,0,0,0,0,0,0,0,49000,38494,0,0,1014,181,6,14,1008,181,0.6,1.37662462372093,6426625.75,14141.2525742866,Euclid city,25704
204,39035152701,865629,0,Census Tract 1527.01,Ohio,Cuyahoga County,15039,5633,0,0,23047,2044,12276,1851,18868,2552,16836,5241,0,0,0,0,0,0,0,0,0,0,13568,983,0,0,1455,207,6,12,1449,205,0.4,0.822653003645692,1547556.8046875,6222.29751523683,Euclid city,25704
205,39035152702,2014278,0,Census Tract 1527.02,Ohio,Cuyahoga County,45380,11390,0,0,33504,659,0,0,61667,21647,37159,16747,0,0,0,0,0,0,0,0,0,0,46731,43734,0,0,1066,208,71,53,995,210,6.7,4.79900248403664,3600094.81640625,9401.68674600711,Euclid city,25704
206,39035152703,1865515,1214,Census Tract 1527.03,Ohio,Cuyahoga County,64750,13191,0,0,57188,35782,67422,34430,50865,24373,59267,10914,0,0,0,0,0,0,0,0,0,0,69706,33076,0,0,698,81,71,53,627,74,10.2,7.50081026267259,3337001.92578125,11794.431341059,Euclid city,25704
207,39035153103,2616521,0,Census Tract 1531.03,Ohio,Cuyahoga County,63963,15465,0,0,87083,78574,82308,45989,51151,4425,0,0,0,0,0,0,0,0,0,0,0,0,67159,25007,50179,7192,1043,93,107,47,936,98,10.3,4.41241159528561,4657804.2890625,10564.9280553312,Fairview Park city,26446
208,39035153104,1583873,0,Census Tract 1531.04,Ohio,Cuyahoga County,91224,14564,0,0,114231,62713,92109,16562,43958,22108,0,0,0,0,0,0,0,0,0,0,0,0,91554,15693,132981,123527,1289,177,165,158,1124,118,12.8,12.1308809146967,2821232.140625,7648.53262608867,Fairview Park city,26446
209,39035153105,1633374,0,Census Tract 1531.05,Ohio,Cuyahoga County,58993,12162,0,0,65000,19280,71535,5960,42266,10066,0,0,0,0,88571,73670,0,0,0,0,84034,19887,61447,10920,0,0,1845,129,123,74,1722,152,6.7,3.98366240730017,2910190.78515625,9097.70789735827,Fairview Park city,26446
210,39035153106,1993704,0,Census Tract 1531.06,Ohio,Cuyahoga County,104875,14308,0,0,126852,14141,109351,11697,77446,30211,0,0,0,0,0,0,0,0,0,0,0,0,108774,11906,0,0,1655,218,215,112,1440,216,13,6.54745274239668,3550350.515625,9334.97332483188,Fairview Park city,26446
211,39035153107,4318017,0,Census Tract 1531.07,Ohio,Cuyahoga County,68352,14520,0,0,77356,7953,97031,36996,52847,7618,0,0,0,0,249706,70562,0,0,0,0,101250,22142,68523,14325,54949,54912,1895,215,219,174,1676,152,11.6,9.08795810435465,7692201.59765625,19763.1447919223,Fairview Park city,26446
212,39035154100,586503,0,Census Tract 1541,Ohio,Cuyahoga County,50909,12871,0,0,34500,16044,65379,30361,58000,14962,39904,23173,0,0,0,0,0,0,0,0,0,0,66179,19271,0,0,946,163,67,39,879,166,7.1,3.93786537785051,1044269.81640625,4305.44011037273,Garfield Heights city,29428
213,39035154200,1283035,0,Census Tract 1542,Ohio,Cuyahoga County,38594,16689,0,0,41204,33740,53787,13194,28359,8448,34382,12970,0,0,0,0,0,0,0,0,0,0,52978,25078,0,0,781,168,11,16,770,168,1.4,2.02612899580301,2284363.19921875,8162.99262298553,Garfield Heights city,29428
214,39035154400,2242339,8260,Census Tract 1544,Ohio,Cuyahoga County,55139,27425,0,0,83429,44867,54537,30215,42045,22042,0,0,0,0,0,0,0,0,0,0,0,0,54983,38099,0,0,1108,212,49,48,1059,202,4.4,4.24868962307022,4006295.453125,10016.9168411589,Garfield Heights city,29428
215,39035154501,2215165,0,Census Tract 1545.01,Ohio,Cuyahoga County,46528,15666,0,0,0,0,57305,16862,29525,18829,36630,14477,0,0,0,0,0,0,0,0,0,0,54519,19138,31400,1605,1441,202,110,100,1331,214,7.6,6.85662660196432,3942559.0234375,8960.99634328535,Garfield Heights city,29428
216,39035154502,3407095,0,Census Tract 1545.02,Ohio,Cuyahoga County,68264,16432,0,0,83194,33745,73390,5800,48553,21385,68073,41168,0,0,0,0,0,0,0,0,0,0,64659,16069,0,0,1458,188,71,48,1387,187,4.9,3.23174541381239,6060874.65625,13046.4888296991,Garfield Heights city,29428
217,39035154601,2481294,5339,Census Tract 1546.01,Ohio,Cuyahoga County,58947,6702,0,0,58450,19991,70216,17087,39063,22888,57775,17254,0,0,0,0,0,0,0,0,0,0,60455,10490,92083,87662,1832,203,223,182,1609,163,12.2,9.84250807866287,4426233.078125,11031.2648554096,Garfield Heights city,29428
218,39035154603,1263524,0,Census Tract 1546.03,Ohio,Cuyahoga County,46902,22173,0,0,0,0,71709,14264,41471,19896,0,0,0,0,0,0,0,0,25536,1389,0,0,56607,15555,0,0,1239,312,59,78,1180,327,4.8,6.18014218067907,2248456.12890625,7274.80456049141,Garfield Heights city,29428
219,39035154604,1433418,0,Census Tract 1546.04,Ohio,Cuyahoga County,54868,8883,0,0,51514,15000,72679,16010,58125,8872,50172,22409,0,0,0,0,0,0,0,0,0,0,62450,8189,46926,10533,1544,202,125,73,1419,229,8.1,4.60781305505156,2550037.5625,7101.18933565758,Garfield Heights city,29428
220,39035155101,10222302,0,Census Tract 1551.01,Ohio,Cuyahoga County,134734,22993,0,0,134964,88805,190547,59609,82411,57927,0,0,0,0,250001,0,0,0,0,0,0,0,123527,32501,0,0,2272,180,249,127,2023,192,11,5.52194203908578,18269967.21875,18071.5056236611,Highland Heights city,35252
221,39035155102,3114805,0,Census Tract 1551.02,Ohio,Cuyahoga County,105476,30483,0,0,145922,4277,151389,46201,72750,25453,0,0,0,0,228194,127358,0,0,0,0,111029,72446,95833,30598,0,0,1232,155,195,110,1037,150,15.8,8.70367521921376,5564156.546875,12052.7376314612,Highland Heights city,35252
222,39035156101,8930672,140662,Census Tract 1561.01,Ohio,Cuyahoga County,137604,19361,0,0,135729,34448,148214,24456,102788,43972,0,0,0,0,0,0,0,0,0,0,0,0,138125,13504,0,0,558,85,59,30,499,86,10.6,5.12941186012003,15901860.4804688,27883.1514043008,Independence city,37240
223,39035156102,15741656,124211,Census Tract 1561.02,Ohio,Cuyahoga County,108125,26011,0,0,160179,30673,124400,19069,68934,24571,0,0,0,0,0,0,0,0,0,0,0,0,108446,26641,0,0,2454,161,405,219,2049,202,16.5,8.85827718584073,28056109.6054688,25449.7322507323,Independence city,37240
224,39035160100,1093266,1316603,Census Tract 1601,Ohio,Cuyahoga County,103611,26049,92578,63060,95337,29799,185750,27551,95375,49633,0,0,0,0,0,0,0,0,0,0,97024,78194,104583,26096,0,0,788,117,113,37,675,120,14.3,4.18493486667831,1955807.80859375,7519.77127818425,Lakewood city,41664
225,39035160200,491735,0,Census Tract 1602,Ohio,Cuyahoga County,72500,21546,31891,2339,80982,17220,0,0,60972,50048,0,0,0,0,0,0,0,0,0,0,89202,36044,67250,26056,64458,61558,1186,214,247,190,939,117,20.8,15.57325924803,877031.67578125,5115.64355528133,Lakewood city,41664
226,39035160300,539472,147558,Census Tract 1603,Ohio,Cuyahoga County,72727,19284,47647,29895,99375,17503,68399,14091,83750,48656,0,0,0,0,0,0,0,0,0,0,103750,70890,69543,10876,113125,33445,914,147,128,56,786,153,14,5.6978965664188,962247.0703125,4420.31429644672,Lakewood city,41664
227,39035160400,1142354,384361,Census Tract 1604,Ohio,Cuyahoga County,68231,12780,36250,29926,82969,12372,73542,26106,61833,43895,0,0,0,0,0,0,0,0,0,0,0,0,72917,14571,0,0,1653,250,166,72,1487,256,10,4.08233964187672,2037648.2109375,6615.92373692373,Lakewood city,41664
228,39035160500,1189041,508225,Census Tract 1605,Ohio,Cuyahoga County,46858,8299,43261,10834,59948,20832,130857,60283,23688,5552,41250,9338,0,0,0,0,0,0,0,0,0,0,46976,13610,0,0,2170,295,249,97,1921,300,11.5,4.18902929160061,2120885.96875,6507.18828429656,Lakewood city,41664
229,39035160602,644194,0,Census Tract 1606.02,Ohio,Cuyahoga County,51204,9712,34957,8195,60000,10171,34700,7917,0,0,65217,36050,0,0,0,0,0,0,0,0,32716,5214,52744,9064,0,0,1600,162,187,100,1413,159,11.7,6.13695043075953,1148921.3671875,4691.57167760702,Lakewood city,41664
230,39035160900,1669572,0,Census Tract 1609,Ohio,Cuyahoga County,68772,6236,55982,22673,71574,11609,96563,39210,50957,15032,0,0,0,0,0,0,0,0,0,0,0,0,69668,10306,0,0,1739,160,240,92,1499,176,13.8,5.13575021504637,2976426.6328125,13779.7857168753,Lakewood city,41664
231,39035161000,372680,0,Census Tract 1610,Ohio,Cuyahoga County,99141,20658,46364,30142,118676,28515,88250,24057,55385,30702,0,0,0,0,0,0,0,0,0,0,104183,771,98047,23445,0,0,779,77,134,54,645,73,17.2,6.72020620570748,664563.859375,3475.41129672244,Lakewood city,41664
232,39035161100,907035,0,Census Tract 1611,Ohio,Cuyahoga County,81273,6372,0,0,101136,16818,80556,13344,70938,12247,0,0,0,0,0,0,0,0,0,0,206528,130476,80500,7336,0,0,1528,127,233,105,1295,168,15.2,6.75383929204441,1617237.28515625,7850.30038614499,Lakewood city,41664
233,39035161200,707146,0,Census Tract 1612,Ohio,Cuyahoga County,64750,14808,0,0,87206,20315,65298,23551,24314,8864,0,0,0,0,0,0,0,0,0,0,0,0,62368,22645,0,0,1357,174,145,63,1212,185,10.7,4.43581547414681,1260837.9375,6244.17941812488,Lakewood city,41664
